CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,paid_off,#_of_pastdues,no_loan,target
M,N,N,135000.0,Working,secondary,Married,House / apartment,39.9041095890411,-3.5726027397260274,2.0,2,0,6,1
M,Y,Y,180000.0,Working,secondary,Single,House / apartment,52.895890410958906,-1.652054794520548,1.0,0,8,0,0
M,Y,Y,180000.0,Working,secondary,Single,House / apartment,52.895890410958906,-1.652054794520548,1.0,0,9,1,0
M,Y,Y,180000.0,Working,secondary,Single,House / apartment,52.895890410958906,-1.652054794520548,1.0,0,13,1,0
M,Y,Y,180000.0,Working,secondary,Single,House / apartment,52.895890410958906,-1.652054794520548,1.0,0,9,1,0
M,Y,Y,180000.0,Working,secondary,Single,House / apartment,52.895890410958906,-1.652054794520548,1.0,0,9,1,0
F,N,N,157500.0,Working,secondary,Married,House / apartment,55.057534246575344,-5.153424657534247,2.0,0,11,1,0
F,N,N,157500.0,Working,secondary,Married,House / apartment,55.057534246575344,-5.153424657534247,2.0,0,11,1,0
F,N,N,157500.0,Working,secondary,Married,House / apartment,55.057534246575344,-5.153424657534247,2.0,0,11,1,0
F,Y,Y,216000.0,Working,secondary,Married,House / apartment,36.71780821917808,-1.484931506849315,2.0,0,8,6,0
F,Y,Y,216000.0,Working,secondary,Married,House / apartment,36.71780821917808,-1.484931506849315,2.0,26,6,0,1
F,Y,Y,216000.0,Working,secondary,Married,House / apartment,36.71780821917808,-1.484931506849315,2.0,0,8,6,0
F,N,N,135000.0,Working,secondary,Single,House / apartment,31.53972602739726,-12.906849315068493,1.0,2,10,0,0
F,N,N,135000.0,Working,secondary,Single,House / apartment,31.53972602739726,-12.906849315068493,1.0,8,14,0,0
F,N,N,135000.0,Working,secondary,Single,House / apartment,31.53972602739726,-12.906849315068493,1.0,3,8,1,0
F,N,N,135000.0,Working,secondary,Single,House / apartment,31.53972602739726,-12.906849315068493,1.0,0,6,1,0
F,N,N,135000.0,Working,secondary,Single,House / apartment,31.53972602739726,-12.906849315068493,1.0,0,6,0,0
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,0,9,1
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,0,14,1
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,0,9,1
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,5,4,0
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,0,9,1
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,5,4,0
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,0,9,1
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,5,4,0
F,Y,Y,450000.0,Working,Higher education,Married,House / apartment,41.47123287671233,-7.49041095890411,6.0,0,3,2,0
F,N,Y,270000.0,Working,secondary,Single,House / apartment,45.09041095890411,-26.24931506849315,1.0,0,7,0,0
F,N,Y,270000.0,Working,secondary,Single,House / apartment,45.09041095890411,-26.24931506849315,1.0,0,44,1,0
F,N,Y,270000.0,Working,secondary,Single,House / apartment,45.09041095890411,-26.24931506849315,1.0,0,44,1,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,7,4,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,5,11,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,3,7,2,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Married,House / apartment,49.8986301369863,-3.1534246575342464,2.0,0,8,0,0
M,Y,Y,225000.0,Pensioner,secondary,Single,House / apartment,47.81917808219178,1000.6657534246575,1.0,4,8,1,0
M,Y,Y,225000.0,Pensioner,secondary,Single,House / apartment,47.81917808219178,1000.6657534246575,1.0,11,8,1,1
M,Y,Y,225000.0,Pensioner,secondary,Single,House / apartment,47.81917808219178,1000.6657534246575,1.0,15,8,1,1
M,Y,Y,225000.0,Pensioner,secondary,Single,House / apartment,47.81917808219178,1000.6657534246575,1.0,0,8,6,0
M,Y,Y,225000.0,Pensioner,secondary,Single,House / apartment,47.81917808219178,1000.6657534246575,1.0,4,8,1,0
M,Y,Y,157500.0,Working,secondary,Single,House / apartment,28.983561643835618,-1.8136986301369864,1.0,0,0,3,1
M,Y,Y,112500.0,Working,secondary,Married,House / apartment,28.386301369863013,-0.736986301369863,2.0,33,12,0,1
M,Y,Y,112500.0,Working,secondary,Married,House / apartment,28.386301369863013,-0.736986301369863,2.0,0,25,20,0
F,Y,Y,157500.0,Working,Higher education,Single,House / apartment,27.876712328767123,-1.5698630136986302,1.0,47,10,0,1
F,Y,Y,157500.0,Working,Higher education,Single,House / apartment,27.876712328767123,-1.5698630136986302,1.0,0,10,0,0
F,N,N,130500.0,Pensioner,secondary,Single,House / apartment,66.55616438356165,1000.6657534246575,1.0,0,2,1,0
F,N,N,130500.0,Pensioner,secondary,Single,House / apartment,66.55616438356165,1000.6657534246575,1.0,0,7,0,0
F,N,N,130500.0,Pensioner,secondary,Single,House / apartment,66.55616438356165,1000.6657534246575,1.0,0,2,1,0
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,61,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,49,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,32,7,3,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,33,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,51,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,53,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,29,2,0,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,16,1
F,N,Y,202500.0,Working,secondary,Married,House / apartment,43.76712328767123,-24.0,4.0,0,0,16,1
F,Y,Y,157500.0,Pensioner,Higher education,Married,House / apartment,58.92602739726028,1000.6657534246575,2.0,0,22,0,0
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,28,8,0,1
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,0,8,0,0
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,0,6,0,0
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,0,15,0,0
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,0,5,2,0
F,N,N,112500.0,Pensioner,secondary,Married,House / apartment,65.38082191780822,1000.6657534246575,2.0,0,4,0,0
M,N,Y,90000.0,Working,secondary,Married,House / apartment,45.726027397260275,-3.2356164383561645,4.0,6,5,1,1
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,12,33,3,0
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,27,4,1,1
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,0,27,9,0
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,12,33,3,0
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,2,0,43,1
F,Y,Y,225000.0,Pensioner,Higher education,Married,House / apartment,60.15068493150685,1000.6657534246575,2.0,0,0,7,1
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,43.57808219178082,-5.153424657534247,2.0,32,11,1,1
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,43.57808219178082,-5.153424657534247,2.0,32,11,1,1
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,43.57808219178082,-5.153424657534247,2.0,28,11,1,1
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,43.57808219178082,-5.153424657534247,2.0,0,11,1,0
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,43.57808219178082,-5.153424657534247,2.0,0,4,1,0
F,Y,Y,225000.0,Working,secondary,Married,House / apartment,54.48219178082192,-4.32054794520548,2.0,13,1,0,1
F,Y,Y,225000.0,Working,secondary,Married,House / apartment,54.48219178082192,-4.32054794520548,2.0,11,2,1,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,46.30684931506849,-4.654794520547945,4.0,15,4,1,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,46.30684931506849,-4.654794520547945,4.0,36,8,0,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,46.30684931506849,-4.654794520547945,4.0,19,4,1,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,53.37808219178082,-7.575342465753424,2.0,2,12,0,0
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,53.37808219178082,-7.575342465753424,2.0,0,14,1,0
F,N,Y,90000.0,Working,secondary,Single,House / apartment,40.4,-1.8986301369863015,1.0,11,6,0,1
F,N,Y,90000.0,Working,secondary,Single,House / apartment,40.4,-1.8986301369863015,1.0,0,5,0,0
F,N,Y,90000.0,Working,secondary,Single,House / apartment,40.4,-1.8986301369863015,1.0,14,6,0,1
F,N,Y,90000.0,Working,secondary,Single,House / apartment,40.4,-1.8986301369863015,1.0,6,10,1,0
F,N,Y,189000.0,Working,secondary,Married,House / apartment,39.45753424657534,-2.9013698630136986,2.0,19,6,0,1
F,N,Y,189000.0,Working,secondary,Married,House / apartment,39.45753424657534,-2.9013698630136986,2.0,19,6,0,1
F,N,Y,189000.0,Working,secondary,Married,House / apartment,39.45753424657534,-2.9013698630136986,2.0,0,9,1,0
F,N,Y,189000.0,Working,secondary,Married,House / apartment,39.45753424657534,-2.9013698630136986,2.0,2,6,0,0
F,N,Y,216000.0,Pensioner,secondary,Single,House / apartment,57.81369863013698,1000.6657534246575,1.0,8,2,0,1
F,N,Y,90000.0,Working,secondary,Married,House / apartment,25.394520547945206,-1.4027397260273973,4.0,0,0,5,1
F,N,Y,90000.0,Working,secondary,Married,House / apartment,25.394520547945206,-1.4027397260273973,4.0,9,5,1,1
F,N,Y,292500.0,Pensioner,secondary,Married,House / apartment,57.75068493150685,1000.6657534246575,2.0,0,3,0,0
F,N,Y,292500.0,Pensioner,secondary,Married,House / apartment,57.75068493150685,1000.6657534246575,2.0,0,3,0,0
F,N,Y,292500.0,Pensioner,secondary,Married,House / apartment,57.75068493150685,1000.6657534246575,2.0,7,4,1,1
F,N,Y,292500.0,Pensioner,secondary,Married,House / apartment,57.75068493150685,1000.6657534246575,2.0,0,3,0,0
F,N,Y,292500.0,Pensioner,secondary,Married,House / apartment,57.75068493150685,1000.6657534246575,2.0,0,0,5,1
F,N,Y,472500.0,Pensioner,secondary,Married,House / apartment,60.1013698630137,1000.6657534246575,2.0,4,3,0,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,5,4,0,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,5,0,4,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,44,4,0,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,0,19,1,0
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,14,6,0,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,47.515068493150686,-2.56986301369863,2.0,19,4,0,1
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,8,1,0
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,9,0,0
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,8,18,0
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,8,1,0
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,8,43,0
M,Y,Y,315000.0,Working,secondary,Single,House / apartment,35.37534246575343,-9.323287671232876,1.0,0,8,1,0
F,N,Y,67500.0,Pensioner,secondary,Single,House / apartment,65.36164383561643,1000.6657534246575,1.0,0,2,0,0
F,N,Y,67500.0,Pensioner,secondary,Married,House / apartment,61.76986301369863,1000.6657534246575,2.0,0,8,0,0
F,N,Y,44550.0,Pensioner,secondary,Married,House / apartment,62.76986301369863,1000.6657534246575,2.0,3,1,3,1
F,N,Y,135000.0,Pensioner,secondary,Single,House / apartment,66.23013698630137,1000.6657534246575,1.0,0,0,7,1
F,N,Y,135000.0,Pensioner,secondary,Single,House / apartment,66.23013698630137,1000.6657534246575,1.0,14,7,0,1
F,N,Y,135000.0,Pensioner,secondary,Single,House / apartment,66.23013698630137,1000.6657534246575,1.0,27,10,0,1
F,N,Y,135000.0,Pensioner,secondary,Single,House / apartment,66.23013698630137,1000.6657534246575,1.0,11,9,0,1
F,N,Y,135000.0,Pensioner,secondary,Single,House / apartment,66.23013698630137,1000.6657534246575,1.0,0,0,11,1
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,2,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,2,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,11,6,0,1
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,2,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,1,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,2,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,5,6,0
F,N,N,76500.0,Working,Higher education,Married,House / apartment,43.602739726027394,-2.1506849315068495,4.0,0,1,1,0
F,Y,N,103500.0,Working,secondary,Married,House / apartment,32.010958904109586,-10.575342465753424,6.0,0,3,1,0
F,N,Y,112500.0,Working,secondary,Single,House / apartment,52.221917808219175,-26.832876712328765,1.0,1,23,0,0
F,N,Y,112500.0,Working,secondary,Single,House / apartment,52.221917808219175,-26.832876712328765,1.0,0,4,0,0
F,N,Y,72000.0,Working,secondary,Married,House / apartment,22.065753424657533,-1.0657534246575342,4.0,0,4,0,0
F,N,Y,81000.0,Working,secondary,Married,House / apartment,39.70958904109589,-4.153424657534247,4.0,17,1,0,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,43.50410958904109,-6.235616438356164,4.0,0,0,21,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,43.50410958904109,-6.235616438356164,4.0,38,4,0,1
F,Y,Y,157500.0,Working,Higher education,Married,House / apartment,57.0027397260274,-6.405479452054794,2.0,0,0,1,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,2,6,0,0
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,50,5,1,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,30,6,0,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,17,2,1,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,0,4,5,0
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,0,4,5,0
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,17,2,1,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,13,6,0,1
M,Y,Y,157500.0,Pensioner,secondary,Married,House / apartment,46.45753424657534,1000.6657534246575,6.0,0,11,0,0
F,N,Y,67500.0,Pensioner,secondary,Single,House / apartment,54.07397260273972,1000.6657534246575,1.0,21,3,0,1
F,N,Y,67500.0,Pensioner,secondary,Single,House / apartment,54.07397260273972,1000.6657534246575,1.0,58,2,0,1
F,N,Y,67500.0,Pensioner,secondary,Single,House / apartment,54.07397260273972,1000.6657534246575,1.0,10,5,0,1
F,N,Y,67500.0,Pensioner,secondary,Single,House / apartment,54.07397260273972,1000.6657534246575,1.0,1,7,0,0
M,N,Y,135000.0,Working,secondary,Married,House / apartment,56.02191780821918,-2.484931506849315,2.0,0,13,0,0
M,N,Y,135000.0,Working,secondary,Married,House / apartment,56.02191780821918,-2.484931506849315,2.0,0,5,3,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,2,5,0,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,14,10,0,1
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,37,7,1,1
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,26,10,0,1
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,6,0,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,22,7,1,1
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,17,11,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,9,6,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,21,14,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,15,10,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,21,15,0
F,N,N,121500.0,Working,secondary,Single,House / apartment,45.12602739726027,-7.52054794520548,1.0,0,55,1,0
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,31,0,17,1
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,0,15,0,0
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,0,0,14,1
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,0,0,6,1
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,13,15,0,0
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,6,0,17,1
F,N,Y,157500.0,Working,secondary,Single,House / apartment,49.72054794520548,-22.947945205479453,1.0,13,15,0,0
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,15,16,8,0
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,0,0,22,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,9,16,8,0
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,22,7,1,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,11,6,0,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,22,7,1,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,21,7,1,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,22,12,0,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,11,6,0,1
F,N,Y,675000.0,Working,Higher education,Married,House / apartment,43.68219178082192,-4.019178082191781,4.0,9,6,0,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,0,0,19,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,11,0,10,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,30,0,2,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,0,8,1,0
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,0,0,8,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,7,7,0,0
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,0,0,8,1
F,N,Y,292500.0,Working,Higher education,Single,House / apartment,34.6986301369863,-7.104109589041096,3.0,0,7,2,0
F,N,Y,45000.0,Working,secondary,Married,House / apartment,53.726027397260275,-4.517808219178082,2.0,0,12,0,0
F,N,Y,45000.0,Working,secondary,Married,House / apartment,53.726027397260275,-4.517808219178082,2.0,0,10,1,0
F,N,Y,45000.0,Working,secondary,Married,House / apartment,53.726027397260275,-4.517808219178082,2.0,0,38,0,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,29.465753424657535,-2.8493150684931505,2.0,0,5,0,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,29.465753424657535,-2.8493150684931505,2.0,0,5,0,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,10,1,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,8,0,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,10,1,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,4,6,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,2,0,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,3,5,0
F,N,Y,225000.0,Working,Higher education,Married,House / apartment,35.64657534246575,-5.35068493150685,4.0,0,10,0,0
M,N,Y,180000.0,Working,secondary,Married,House / apartment,44.62739726027397,-8.353424657534246,2.0,17,2,5,1
M,N,Y,180000.0,Working,secondary,Married,House / apartment,44.62739726027397,-8.353424657534246,2.0,0,6,0,0
M,N,Y,180000.0,Working,secondary,Married,House / apartment,44.62739726027397,-8.353424657534246,2.0,43,6,0,1
M,N,Y,180000.0,Working,secondary,Married,House / apartment,44.62739726027397,-8.353424657534246,2.0,2,10,0,0
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,47.51780821917808,-1.515068493150685,2.0,0,32,1,0
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,47.51780821917808,-1.515068493150685,2.0,12,3,0,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,47.51780821917808,-1.515068493150685,2.0,12,3,0,1
M,Y,Y,157500.0,Working,secondary,Married,House / apartment,47.51780821917808,-1.515068493150685,2.0,0,36,1,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,13,13,0,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,0,29,3,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,13,13,0,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,13,13,0,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,4,9,0,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,20,6,0,1
F,N,Y,225000.0,Working,secondary,Married,House / apartment,30.87123287671233,-4.76986301369863,6.0,26,6,0,1
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,42,8,0,1
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,0,3,0,0
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,13,6,1,1
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,4,8,0,0
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,0,3,1,0
F,N,Y,315000.0,Working,secondary,Single,House / apartment,55.04657534246575,-3.684931506849315,1.0,0,3,1,0
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,23,24,1,0
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,0,0,4,1
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,0,0,53,1
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,0,9,1,0
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,8,11,3,0
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,44.413698630136984,-3.852054794520548,1.0,2,14,0,0
F,N,Y,360000.0,Pensioner,secondary,Married,House / apartment,60.26575342465753,1000.6657534246575,2.0,0,5,1,0
F,N,Y,360000.0,Pensioner,secondary,Married,House / apartment,60.26575342465753,1000.6657534246575,2.0,0,5,0,0
F,N,Y,135000.0,Working,secondary,Married,House / apartment,45.1972602739726,-1.178082191780822,2.0,5,12,0,0
F,N,Y,135000.0,Working,secondary,Married,House / apartment,45.1972602739726,-1.178082191780822,2.0,6,12,0,0
F,N,Y,135000.0,Working,secondary,Married,House / apartment,45.1972602739726,-1.178082191780822,2.0,5,12,0,0
F,N,Y,135000.0,Working,secondary,Married,House / apartment,45.1972602739726,-1.178082191780822,2.0,0,16,2,0
